User_ID,Item_ID,Category,Rating,Timestamp,Price,Platform,Location
User_4624,Item_1358,Electronics,1.3,2024-03-06,72.17,Tablet,Europe
User_412,Item_533,Home,2.3,2024-04-02,166.79,Tablet,Asia
User_3454,Item_517,Books,2.9,2024-06-28,30.78,Smart TV,Europe
User_563,Item_1600,Electronics,4.0,2023-09-03,103.68,Web,Africa
User_1249,Item_489,Clothing,2.9,2023-04-20,284.16,Mobile App,South America
User_2100,Item_1571,Games,1.7,2024-09-05,482.05,Web,Europe
User_2549,Item_222,Electronics,4.7,2024-08-04,340.29,Tablet,South America
User_1625,Item_156,Music,1.4,2023-10-28,425.9,Web,Africa
User_337,Item_712,Sports,2.7,2024-01-07,39.13,Smart TV,North America
User_3442,Item_1685,Beauty,1.4,2023-12-29,319.61,Tablet,Australia
User_1254,Item_892,Clothing,3.9,2024-10-20,138.69,Tablet,South America
User_3569,Item_1692,Movies,2.3,2023-09-01,416.21,Web,Asia
User_3693,Item_500,Beauty,3.3,2024-11-07,192.6,Web,South America
User_2663,Item_373,Beauty,1.8,2023-09-14,173.47,Smart TV,Africa
User_84,Item_1059,Music,1.3,2024-02-13,246.85,Mobile App,Australia
User_3901,Item_1323,Beauty,2.8,2023-01-10,51.06,Mobile App,South America
User_1994,Item_628,Games,2.9,2024-06-19,175.16,Smart TV,Asia
User_3718,Item_555,Movies,2.0,2023-04-26,362.04,Smart TV,North America
User_4390,Item_1948,Clothing,1.8,2024-05-02,141.87,Smart TV,North America
User_1591,Item_607,Music,2.4,2023-10-29,12.0,Mobile App,Asia
User_373,Item_1996,Electronics,3.2,2024-12-07,472.32,Tablet,North America
User_101,Item_1176,Movies,2.9,2024-03-19,173.65,Web,Asia
User_3914,Item_234,Books,2.6,2023-03-09,290.63,Web,Europe
User_1223,Item_1662,Movies,1.3,2023-09-04,63.63,Tablet,Africa
User_4884,Item_1620,Music,4.1,2024-01-17,228.0,Tablet,Asia
User_4822,Item_879,Movies,3.3,2023-02-23,306.77,Web,Europe
User_1729,Item_542,Books,1.6,2023-06-19,278.24,Mobile App,North America
User_3347,Item_923,Beauty,2.2,2023-08-18,147.61,Smart TV,Australia
User_3720,Item_146,Music,4.7,2024-09-24,296.95,Mobile App,South America
User_941,Item_1116,Music,3.6,2023-09-22,414.18,Web,North America
User_1360,Item_1624,Movies,3.4,2024-07-28,460.99,Tablet,North America
User_3840,Item_1411,Movies,3.8,2023-09-28,252.73,Tablet,South America
User_659,Item_1225,Electronics,4.6,2023-11-19,303.84,Web,North America
User_1876,Item_1970,Electronics,5.0,2024-11-11,411.6,Web,Europe
User_3855,Item_1063,Beauty,4.7,2023-06-27,498.49,Tablet,Australia
User_4029,Item_1985,Books,2.9,2024-02-15,169.99,Web,Europe
User_2702,Item_844,Beauty,2.2,2024-02-07,407.72,Web,South America
User_722,Item_645,Movies,2.3,2024-02-10,433.13,Web,Australia
User_4445,Item_947,Home,1.2,2024-06-06,184.08,Tablet,Australia
User_3622,Item_1557,Electronics,1.8,2024-07-08,69.85,Smart TV,South America
User_3971,Item_249,Electronics,4.9,2024-09-07,400.66,Mobile App,Asia
User_4513,Item_29,Sports,2.6,2023-08-11,496.17,Web,South America
User_963,Item_1327,Clothing,3.0,2023-10-18,256.89,Smart TV,South America
User_3953,Item_968,Music,2.8,2023-05-21,194.88,Mobile App,North America
User_2264,Item_1583,Home,2.4,2024-05-26,137.25,Web,Asia
User_2446,Item_1716,Beauty,4.5,2024-03-25,271.6,Smart TV,Asia
User_4522,Item_1563,Sports,2.5,2023-11-18,435.45,Mobile App,Africa
User_3138,Item_479,Home,1.2,2024-04-21,354.09,Tablet,South America
User_1247,Item_1015,Electronics,1.5,2024-08-19,169.34,Web,South America
User_817,Item_1078,Beauty,1.1,2023-05-20,207.94,Mobile App,North America
User_3847,Item_1601,Movies,2.4,2024-12-02,201.75,Web,Asia
User_4372,Item_779,Games,3.5,2024-05-06,436.83,Web,Africa
User_561,Item_481,Movies,5.0,2023-03-26,219.82,Web,Australia
User_824,Item_909,Clothing,3.8,2023-01-22,27.77,Web,Asia
User_2937,Item_768,Home,1.6,2024-06-19,208.97,Mobile App,Europe
User_1435,Item_162,Home,3.5,2023-08-27,251.35,Mobile App,Europe
User_3778,Item_1307,Movies,2.8,2024-11-05,9.65,Tablet,Asia
User_4478,Item_324,Books,2.8,2023-12-12,493.89,Smart TV,Australia
User_3476,Item_1414,Movies,2.8,2023-10-29,103.61,Tablet,South America
User_874,Item_486,Home,3.3,2024-08-03,151.46,Smart TV,North America
User_3243,Item_563,Electronics,3.3,2024-11-25,390.26,Web,Africa
User_4070,Item_1706,Movies,4.1,2023-08-16,305.5,Smart TV,Europe
User_1558,Item_1272,Movies,3.7,2024-10-29,342.02,Mobile App,Australia
User_796,Item_1851,Electronics,2.2,2024-03-19,21.52,Smart TV,Australia
User_1077,Item_185,Movies,2.3,2024-02-22,91.94,Mobile App,Africa
User_2998,Item_1088,Sports,4.7,2023-06-10,132.2,Tablet,Asia
User_2775,Item_1648,Books,2.9,2023-03-11,74.67,Mobile App,Australia
User_3256,Item_1981,Sports,2.5,2024-02-01,11.89,Web,South America
User_3020,Item_1378,Movies,3.3,2024-10-07,470.44,Web,Australia
User_1916,Item_966,Electronics,3.5,2024-07-20,167.36,Mobile App,Australia
User_518,Item_1302,Beauty,4.6,2023-10-29,326.37,Web,Europe
User_372,Item_1938,Electronics,2.2,2024-05-11,62.48,Mobile App,Africa
User_1112,Item_796,Beauty,2.5,2024-12-06,473.26,Tablet,Africa
User_1266,Item_1814,Home,3.6,2024-05-08,309.75,Smart TV,North America
User_3036,Item_445,Beauty,2.8,2023-08-22,428.45,Web,Australia
User_3010,Item_1116,Games,1.2,2023-10-02,98.96,Web,South America
User_751,Item_1358,Music,3.6,2024-08-26,485.69,Web,Asia
User_1996,Item_258,Music,1.3,2024-07-13,107.54,Mobile App,Europe
User_2692,Item_1586,Clothing,4.2,2024-08-25,6.4,Mobile App,Europe
User_4426,Item_514,Clothing,1.4,2023-01-19,70.24,Smart TV,Europe
User_4824,Item_664,Electronics,1.7,2023-02-15,67.75,Tablet,Africa
User_932,Item_1528,Books,2.9,2023-12-29,259.05,Web,South America
User_4128,Item_454,Electronics,3.9,2024-10-28,263.12,Tablet,Australia
User_256,Item_125,Beauty,4.4,2024-03-04,344.62,Tablet,Australia
User_3634,Item_151,Books,2.3,2023-05-24,37.51,Smart TV,Africa
User_4796,Item_1124,Games,2.5,2024-08-26,267.63,Tablet,Africa
User_4960,Item_882,Books,4.2,2023-04-20,427.13,Mobile App,South America
User_3700,Item_1819,Music,2.7,2024-04-01,202.37,Web,Asia
User_3497,Item_641,Movies,2.5,2023-05-29,344.98,Tablet,North America
User_748,Item_1704,Books,1.4,2023-04-01,373.57,Smart TV,Europe
User_4558,Item_123,Sports,3.2,2024-11-09,65.5,Smart TV,Australia
User_3465,Item_1778,Electronics,4.9,2024-08-29,159.66,Web,Africa
User_4157,Item_436,Clothing,3.6,2023-08-10,424.4,Smart TV,Africa
User_3012,Item_236,Movies,3.3,2024-03-07,423.35,Web,Africa
User_2191,Item_60,Clothing,2.1,2023-11-05,461.16,Smart TV,North America
User_1487,Item_1782,Clothing,3.3,2024-02-07,39.44,Web,North America
User_4346,Item_441,Home,2.7,2023-12-08,82.92,Smart TV,Australia
User_2658,Item_1591,Books,4.5,2023-06-01,82.92,Web,Australia
User_669,Item_558,Beauty,3.6,2024-05-04,305.5,Tablet,Asia
User_1766,Item_1547,Sports,1.5,2024-03-08,59.89,Tablet,Africa
User_2527,Item_94,Music,2.6,2024-08-28,32.12,Mobile App,Asia
User_1731,Item_1572,Clothing,4.1,2023-10-16,167.42,Web,South America
User_3528,Item_360,Clothing,2.5,2024-12-13,118.9,Smart TV,North America
User_3253,Item_1765,Electronics,2.7,2024-04-07,460.98,Smart TV,Africa
User_3517,Item_1175,Home,3.8,2024-02-24,148.31,Tablet,North America
User_2661,Item_352,Beauty,4.3,2023-12-29,48.62,Web,Europe
User_3570,Item_1207,Home,3.1,2024-02-02,435.91,Smart TV,Europe
User_2729,Item_1596,Clothing,1.3,2024-10-02,61.44,Mobile App,Asia
User_2877,Item_1490,Clothing,1.9,2023-05-22,131.7,Mobile App,Africa
User_1253,Item_1557,Books,1.7,2024-09-27,249.59,Tablet,Australia
User_4625,Item_1317,Games,4.5,2024-09-26,161.49,Tablet,North America
User_3842,Item_906,Movies,4.2,2024-08-20,32.81,Web,Asia
User_3783,Item_926,Electronics,1.2,2023-10-13,42.98,Web,Africa
User_4867,Item_1039,Home,2.9,2024-07-13,477.34,Web,South America
User_4684,Item_1335,Music,2.3,2024-04-24,253.18,Web,South America
User_848,Item_1661,Games,4.9,2023-03-20,254.75,Mobile App,North America
User_2030,Item_1450,Beauty,5.0,2024-06-12,263.76,Mobile App,Asia
User_3055,Item_1880,Movies,2.5,2023-12-05,341.05,Web,Australia
User_2742,Item_135,Games,1.4,2024-11-17,196.35,Smart TV,Australia
User_4938,Item_1789,Clothing,2.3,2024-08-11,333.49,Smart TV,Asia
User_3211,Item_265,Books,2.2,2024-01-13,323.53,Smart TV,Europe
User_4313,Item_192,Home,3.0,2023-01-11,184.49,Mobile App,Europe
User_2800,Item_1941,Beauty,1.8,2023-05-13,81.7,Smart TV,North America
User_4159,Item_1579,Sports,4.3,2024-06-15,23.69,Smart TV,Africa
User_1074,Item_1224,Home,1.6,2023-06-27,416.52,Mobile App,Australia
User_3586,Item_90,Home,2.5,2023-08-24,484.95,Smart TV,Australia
User_3678,Item_480,Sports,2.0,2024-04-17,452.47,Mobile App,Asia
User_4673,Item_903,Beauty,4.1,2024-01-19,253.94,Tablet,Europe
User_1636,Item_1641,Clothing,4.5,2023-02-15,322.38,Smart TV,Africa
User_841,Item_1457,Sports,4.4,2023-10-11,46.52,Mobile App,Asia
User_3681,Item_1855,Sports,1.6,2024-03-15,50.4,Mobile App,South America
User_2864,Item_1906,Electronics,2.7,2024-02-02,253.49,Mobile App,South America
User_669,Item_768,Music,1.1,2023-04-04,420.39,Smart TV,Europe
User_1128,Item_79,Movies,4.7,2024-04-20,349.56,Mobile App,Australia
User_3843,Item_919,Electronics,4.6,2023-01-12,131.68,Mobile App,Africa
User_4988,Item_1081,Home,1.4,2023-10-15,122.63,Web,North America
User_1954,Item_860,Beauty,1.3,2024-05-18,300.39,Web,Australia
User_4222,Item_1178,Music,3.9,2023-10-18,217.47,Smart TV,Europe
User_4675,Item_854,Clothing,3.7,2023-03-21,264.12,Smart TV,North America
User_4310,Item_1115,Sports,4.1,2024-05-26,279.31,Tablet,South America
User_357,Item_1302,Home,4.9,2023-09-09,374.92,Smart TV,North America
User_2825,Item_494,Books,4.1,2023-11-29,71.04,Smart TV,Africa
User_2774,Item_1667,Clothing,4.3,2024-11-24,234.99,Tablet,Australia
User_1494,Item_1662,Clothing,1.3,2024-04-05,23.31,Mobile App,North America
User_1635,Item_1815,Electronics,2.3,2023-11-06,260.11,Tablet,Asia
User_300,Item_1543,Music,2.1,2023-02-10,433.57,Smart TV,Asia
User_1020,Item_1638,Games,2.7,2024-02-06,372.94,Tablet,Asia
User_1531,Item_1017,Beauty,2.5,2024-06-07,137.03,Web,Australia
User_3478,Item_162,Home,3.4,2023-06-26,275.01,Smart TV,North America
User_656,Item_672,Movies,2.2,2024-09-01,360.24,Mobile App,Australia
User_3637,Item_720,Beauty,1.2,2023-12-20,309.35,Tablet,Asia
User_470,Item_154,Home,2.5,2024-11-18,84.19,Web,Europe
User_4978,Item_1389,Beauty,1.1,2023-03-02,121.82,Smart TV,Asia
User_3137,Item_1945,Electronics,3.4,2024-11-18,227.71,Smart TV,Asia
User_3637,Item_1563,Books,3.3,2024-06-18,186.64,Smart TV,Australia
User_2284,Item_512,Books,1.1,2023-07-02,252.03,Tablet,Africa
User_965,Item_537,Movies,3.8,2023-07-31,498.2,Smart TV,Australia
User_4024,Item_410,Books,1.5,2023-03-09,228.76,Tablet,North America
User_2619,Item_1368,Games,3.8,2024-07-09,273.37,Smart TV,Europe
User_1427,Item_1626,Games,3.0,2023-04-27,492.64,Mobile App,Europe
User_4048,Item_54,Games,3.2,2024-01-05,236.37,Mobile App,Africa
User_707,Item_135,Movies,2.6,2024-04-27,265.22,Tablet,Africa
User_605,Item_257,Games,3.6,2024-03-28,235.59,Smart TV,Europe
User_4517,Item_1311,Clothing,4.1,2023-05-05,219.15,Web,North America
User_4245,Item_314,Movies,1.7,2023-11-19,467.7,Mobile App,Asia
User_4251,Item_1833,Movies,4.4,2023-09-06,102.17,Smart TV,Europe
User_2481,Item_1259,Sports,1.4,2024-10-10,88.47,Mobile App,Europe
User_4958,Item_692,Electronics,4.3,2023-01-22,45.21,Smart TV,Australia
User_1727,Item_1571,Home,3.5,2023-01-24,251.53,Smart TV,Australia
User_2475,Item_990,Music,4.2,2024-11-24,206.02,Tablet,North America
User_491,Item_324,Beauty,2.7,2024-04-12,105.99,Mobile App,Asia
User_2616,Item_1504,Games,4.9,2023-05-06,381.53,Web,Asia
User_1981,Item_956,Books,2.1,2023-09-03,74.73,Web,Asia
User_3147,Item_1770,Home,2.0,2023-06-05,407.67,Smart TV,Europe
User_1306,Item_1021,Sports,2.9,2023-11-04,251.2,Web,South America
User_4141,Item_937,Music,1.9,2023-12-20,29.09,Smart TV,South America
User_4895,Item_1808,Beauty,2.1,2023-01-01,424.35,Tablet,Europe
User_2167,Item_1490,Games,4.1,2024-01-02,27.39,Web,Africa
User_4603,Item_399,Games,3.2,2023-03-09,196.24,Tablet,Africa
User_2292,Item_1691,Books,1.5,2023-04-02,199.98,Smart TV,Africa
User_2996,Item_1547,Clothing,1.8,2024-05-28,203.69,Web,North America
User_319,Item_281,Games,4.2,2024-06-07,231.21,Mobile App,Asia
User_2610,Item_333,Home,5.0,2023-10-26,298.89,Tablet,Australia
User_4612,Item_614,Beauty,4.3,2024-01-05,168.96,Web,South America
User_4782,Item_631,Electronics,3.4,2023-09-21,483.7,Mobile App,Australia
User_421,Item_1196,Beauty,1.7,2024-09-28,361.99,Tablet,Europe
User_1985,Item_65,Books,1.8,2024-03-19,160.28,Mobile App,South America
User_1671,Item_841,Sports,4.1,2024-04-19,437.04,Web,Australia
User_1132,Item_1063,Music,3.2,2024-11-01,241.79,Tablet,Asia
User_1419,Item_942,Sports,2.4,2023-12-21,339.55,Smart TV,Africa
User_3967,Item_394,Music,2.1,2023-10-25,116.31,Smart TV,Asia
User_1699,Item_1414,Beauty,2.3,2023-12-16,282.44,Smart TV,Asia
User_999,Item_1175,Sports,2.5,2024-02-01,410.1,Mobile App,Asia
User_345,Item_590,Books,2.4,2024-03-20,329.71,Tablet,Europe
User_1656,Item_1696,Sports,2.1,2024-07-21,349.6,Mobile App,North America
User_4808,Item_491,Music,1.2,2024-06-19,116.71,Mobile App,North America
User_821,Item_847,Games,3.9,2023-04-05,342.19,Mobile App,North America
User_4509,Item_1903,Clothing,2.6,2024-04-24,241.34,Mobile App,Asia
User_2632,Item_585,Electronics,4.6,2023-03-25,327.89,Mobile App,Africa
User_306,Item_1871,Clothing,2.7,2023-06-22,467.29,Web,South America
User_4059,Item_382,Movies,4.5,2023-01-02,152.7,Web,Asia
User_2332,Item_931,Sports,3.1,2023-05-10,426.27,Tablet,Asia
User_1580,Item_1657,Books,2.3,2024-04-06,325.9,Mobile App,North America
User_2762,Item_1620,Movies,3.3,2023-07-09,91.87,Tablet,South America
User_4222,Item_672,Books,2.6,2023-03-31,96.47,Mobile App,South America
User_2651,Item_1917,Music,1.0,2024-01-20,121.58,Smart TV,Asia
User_2474,Item_1193,Electronics,2.0,2023-12-27,347.92,Web,Australia
User_969,Item_954,Movies,1.6,2024-11-25,253.75,Smart TV,Australia
User_962,Item_1309,Movies,2.5,2023-08-07,113.47,Mobile App,South America
User_1255,Item_932,Games,2.7,2024-07-08,456.83,Mobile App,Europe
User_4881,Item_1789,Books,3.1,2024-06-16,353.36,Web,Africa
User_920,Item_127,Sports,4.6,2023-07-19,288.49,Mobile App,Europe
User_2688,Item_1750,Sports,2.8,2024-11-19,106.67,Tablet,North America
User_4181,Item_913,Electronics,2.8,2024-06-01,210.64,Web,Africa
User_3788,Item_1378,Movies,3.9,2024-02-02,130.96,Web,Australia
User_1786,Item_1185,Books,1.2,2023-12-11,351.69,Web,North America
User_3868,Item_65,Movies,2.6,2023-05-11,384.08,Tablet,Asia
User_3134,Item_919,Home,2.5,2024-11-22,482.25,Mobile App,Australia
User_2849,Item_243,Clothing,5.0,2024-01-30,266.78,Mobile App,North America
User_187,Item_612,Beauty,3.7,2024-07-03,214.94,Tablet,Europe
User_2028,Item_944,Games,1.6,2023-07-05,469.02,Web,North America
User_3435,Item_1260,Electronics,2.0,2023-03-02,54.94,Web,South America
User_4898,Item_1377,Electronics,2.0,2023-02-07,204.12,Mobile App,Africa
User_1780,Item_1545,Electronics,1.6,2023-10-16,120.91,Smart TV,Africa
User_4899,Item_1583,Games,1.9,2023-05-19,492.92,Mobile App,South America
User_2462,Item_564,Electronics,3.2,2024-08-20,440.46,Mobile App,Australia
User_3500,Item_1139,Beauty,1.2,2023-12-11,471.09,Tablet,Africa
User_2612,Item_1427,Home,2.6,2023-10-27,191.35,Tablet,Europe
User_1847,Item_616,Clothing,4.2,2023-02-21,283.38,Tablet,Africa
User_4342,Item_275,Home,2.0,2023-07-20,168.48,Web,South America
User_3040,Item_190,Sports,3.9,2023-07-07,30.51,Tablet,Australia
User_4956,Item_1235,Electronics,4.5,2023-07-04,403.3,Mobile App,South America
User_1712,Item_1781,Games,2.2,2023-01-08,109.84,Mobile App,Australia
User_962,Item_1530,Beauty,4.7,2024-12-05,304.18,Mobile App,South America
User_1961,Item_1131,Games,4.1,2024-01-17,235.79,Smart TV,Asia
User_2143,Item_737,Sports,4.5,2024-04-14,53.81,Tablet,Asia
User_1665,Item_760,Games,2.7,2024-07-22,432.72,Mobile App,North America
User_2137,Item_1134,Home,2.2,2023-07-12,168.28,Tablet,Africa
User_2014,Item_1023,Sports,3.6,2024-11-24,172.09,Tablet,Australia
User_4019,Item_944,Clothing,3.9,2023-12-19,88.79,Tablet,Europe
User_4442,Item_1315,Electronics,3.1,2023-03-10,472.87,Web,North America
User_3379,Item_282,Music,1.3,2023-05-27,9.53,Tablet,Asia
User_496,Item_1266,Beauty,3.6,2023-01-09,8.27,Tablet,North America
User_138,Item_1085,Movies,3.1,2023-10-13,13.49,Tablet,Europe
User_877,Item_1881,Books,3.1,2023-08-27,100.01,Smart TV,Asia
User_2190,Item_1629,Home,1.3,2024-02-12,232.2,Mobile App,Australia
User_1851,Item_615,Books,3.6,2024-10-19,380.99,Web,South America
User_3107,Item_773,Sports,2.9,2024-10-06,9.68,Mobile App,North America
User_4095,Item_1732,Home,3.6,2023-11-28,285.1,Web,Africa
User_349,Item_471,Music,4.6,2024-12-01,444.34,Tablet,Asia
User_382,Item_1893,Books,3.7,2023-10-07,450.16,Web,Europe
User_2577,Item_33,Music,3.3,2024-12-22,411.35,Web,Asia
User_1331,Item_1155,Music,3.3,2024-01-26,340.13,Smart TV,South America
User_1147,Item_1619,Books,3.0,2023-12-13,31.58,Tablet,Europe
User_623,Item_698,Home,4.9,2023-11-23,19.66,Smart TV,South America
User_4020,Item_468,Games,3.2,2024-01-12,218.76,Tablet,North America
User_2420,Item_1635,Music,3.9,2023-03-18,137.65,Tablet,Australia
User_1264,Item_1515,Home,2.3,2023-04-12,50.3,Smart TV,South America
User_2949,Item_1560,Movies,1.4,2023-03-23,97.76,Tablet,Africa
User_4545,Item_1050,Home,1.4,2023-03-25,180.19,Web,Africa
User_4900,Item_1607,Games,4.5,2023-01-05,149.46,Tablet,North America
User_4584,Item_1854,Music,3.3,2023-06-15,344.23,Mobile App,Europe
User_2203,Item_617,Movies,3.0,2023-02-26,87.77,Smart TV,South America
User_2456,Item_992,Books,2.4,2023-09-02,361.85,Tablet,Africa
User_1602,Item_938,Books,1.5,2022-12-30,474.67,Smart TV,Africa
User_3113,Item_1647,Games,2.8,2024-03-08,408.66,Mobile App,Asia
User_2627,Item_1236,Music,2.9,2023-06-23,482.46,Smart TV,Asia
User_4023,Item_1982,Music,2.3,2023-10-07,409.16,Tablet,Asia
User_933,Item_1909,Music,3.4,2024-07-04,94.06,Web,Australia
User_3782,Item_1932,Music,2.8,2023-10-18,416.48,Web,South America
User_4091,Item_286,Movies,2.0,2024-10-28,81.3,Tablet,South America
User_606,Item_920,Beauty,3.3,2024-06-23,255.77,Tablet,Africa
User_302,Item_1620,Games,3.8,2024-06-25,298.94,Web,North America
User_2034,Item_1347,Games,1.7,2024-09-11,26.93,Tablet,Asia
User_3527,Item_217,Electronics,1.4,2023-08-08,257.78,Mobile App,South America
User_3065,Item_802,Beauty,4.1,2024-08-17,346.77,Mobile App,Asia
User_202,Item_989,Books,2.2,2023-03-21,62.45,Mobile App,Asia
User_2556,Item_703,Beauty,4.1,2024-06-09,244.05,Tablet,North America
User_3590,Item_1479,Beauty,2.3,2023-10-27,27.12,Web,North America
User_2811,Item_1328,Books,3.7,2023-06-10,465.31,Mobile App,Africa
User_1430,Item_1131,Clothing,2.3,2024-03-04,479.44,Mobile App,South America
User_1512,Item_382,Home,2.6,2024-09-12,442.13,Tablet,Africa
User_3519,Item_797,Electronics,3.8,2023-07-22,142.78,Web,Africa
User_834,Item_1638,Sports,1.7,2023-11-22,102.55,Web,Asia
User_4010,Item_1081,Games,3.4,2024-09-09,199.31,Web,Asia
User_2884,Item_1732,Beauty,3.5,2024-11-12,354.46,Smart TV,Africa
User_4835,Item_174,Clothing,2.3,2023-08-25,156.16,Mobile App,Asia
User_1159,Item_1047,Home,2.7,2023-05-14,289.53,Tablet,Europe
User_3987,Item_1302,Sports,3.8,2024-10-14,465.69,Mobile App,Africa
User_1367,Item_1003,Movies,1.6,2023-11-11,421.78,Web,Asia
User_79,Item_993,Clothing,1.8,2024-01-21,482.1,Tablet,South America
User_4029,Item_852,Beauty,3.0,2023-03-18,284.87,Mobile App,Asia
